id_venda,data,produto,categoria,quantidade,preco_unitario,valor_total,vendedor,cidade
282,2025-11-07,Cadeira Ergonômica,Móveis,2,1200.0,2400.0,Diana,Belo Horizonte
283,2025-06-18,Headset RGB,Eletrônicos,2,250.0,500.0,Diana,Curitiba
284,2026-01-26,Teclado Mecânico,Eletrônicos,3,350.0,1050.0,Carlos,São Paulo
285,2026-01-15,Mouse Sem Fio,Eletrônicos,1,120.0,120.0,Diana,Belo Horizonte
286,2025-06-05,Monitor 24pol,Eletrônicos,3,890.0,2670.0,Bruno,Rio de Janeiro
287,2025-03-02,Teclado Mecânico,Eletrônicos,2,350.0,700.0,Carlos,São Paulo
288,2025-08-09,Teclado Mecânico,Eletrônicos,1,350.0,350.0,Diana,Porto Alegre
289,2025-08-05,Webcam HD,Eletrônicos,1,180.0,180.0,Diana,Rio de Janeiro
290,2025-04-01,Teclado Mecânico,Eletrônicos,3,350.0,1050.0,Eduardo,São Paulo
291,2025-04-30,Teclado Mecânico,Eletrônicos,3,350.0,1050.0,Carlos,Curitiba
292,2025-03-09,Headset RGB,Eletrônicos,1,250.0,250.0,Carlos,Curitiba
293,2025-11-10,Monitor 24pol,Eletrônicos,1,890.0,890.0,Diana,Belo Horizonte
294,2025-03-05,Monitor 24pol,Eletrônicos,3,890.0,2670.0,Diana,Belo Horizonte
295,2025-12-07,Teclado Mecânico,Eletrônicos,3,350.0,1050.0,Carlos,Rio de Janeiro
296,2025-07-18,Monitor 24pol,Eletrônicos,1,890.0,890.0,Eduardo,Belo Horizonte
297,2025-05-14,Monitor 24pol,Eletrônicos,3,890.0,2670.0,Eduardo,São Paulo
298,2025-07-14,Webcam HD,Eletrônicos,3,180.0,540.0,Carlos,Belo Horizonte
299,2025-06-01,Notebook Gamer,Eletrônicos,1,4500.0,4500.0,Bruno,Rio de Janeiro
300,2025-11-19,Headset RGB,Eletrônicos,1,250.0,250.0,Bruno,Belo Horizonte
301,2025-05-03,Mouse Sem Fio,Eletrônicos,3,120.0,360.0,Diana,Curitiba
302,2025-09-06,Notebook Gamer,Eletrônicos,1,4500.0,4500.0,Diana,São Paulo
303,2025-10-07,Headset RGB,Eletrônicos,1,250.0,250.0,Ana,Rio de Janeiro
304,2025-05-01,Monitor 24pol,Eletrônicos,1,890.0,890.0,Bruno,Belo Horizonte
305,2025-04-07,Mouse Sem Fio,Eletrônicos,1,120.0,120.0,Carlos,Curitiba
306,2025-03-24,Monitor 24pol,Eletrônicos,2,890.0,1780.0,Carlos,Rio de Janeiro
307,2025-12-16,Webcam HD,Eletrônicos,3,180.0,540.0,Ana,Porto Alegre
308,2026-01-30,Webcam HD,Eletrônicos,2,180.0,360.0,Bruno,Curitiba
309,2025-09-05,Teclado Mecânico,Eletrônicos,2,350.0,700.0,Ana,Porto Alegre
310,2025-04-28,Mouse Sem Fio,Eletrônicos,3,120.0,360.0,Eduardo,Porto Alegre
311,2025-11-23,Webcam HD,Eletrônicos,2,180.0,360.0,Diana,São Paulo
312,2025-07-24,Mouse Sem Fio,Eletrônicos,1,120.0,120.0,Bruno,Curitiba
313,2025-05-12,Mouse Sem Fio,Eletrônicos,1,120.0,120.0,Carlos,Rio de Janeiro
314,2025-04-25,Cadeira Ergonômica,Móveis,3,1200.0,3600.0,Bruno,Porto Alegre
315,2025-07-25,Teclado Mecânico,Eletrônicos,2,350.0,700.0,Eduardo,Curitiba
316,2025-08-03,Monitor 24pol,Eletrônicos,3,890.0,2670.0,Bruno,Belo Horizonte
317,2025-02-19,Monitor 24pol,Eletrônicos,1,890.0,890.0,Bruno,São Paulo
318,2025-03-03,Monitor 24pol,Eletrônicos,1,890.0,890.0,Diana,Porto Alegre
319,2026-02-03,Headset RGB,Eletrônicos,3,250.0,750.0,Diana,Rio de Janeiro
320,2026-01-21,Mouse Sem Fio,Eletrônicos,1,120.0,120.0,Ana,Rio de Janeiro
321,2025-02-23,Headset RGB,Eletrônicos,2,250.0,500.0,Bruno,Belo Horizonte
322,2025-04-10,Monitor 24pol,Eletrônicos,2,890.0,1780.0,Eduardo,Belo Horizonte
323,2025-11-23,Teclado Mecânico,Eletrônicos,2,350.0,700.0,Bruno,Porto Alegre
324,2025-12-10,Headset RGB,Eletrônicos,3,250.0,750.0,Carlos,Porto Alegre
325,2025-10-14,Headset RGB,Eletrônicos,2,250.0,500.0,Carlos,Porto Alegre
326,2025-03-01,Mouse Sem Fio,Eletrônicos,3,120.0,360.0,Eduardo,Belo Horizonte
327,2025-06-27,Webcam HD,Eletrônicos,3,180.0,540.0,Bruno,Curitiba
328,2025-04-06,Cadeira Ergonômica,Móveis,2,1200.0,2400.0,Bruno,Belo Horizonte
329,2025-10-22,Monitor 24pol,Eletrônicos,1,890.0,890.0,Bruno,Porto Alegre
330,2025-09-23,Notebook Gamer,Eletrônicos,2,4500.0,9000.0,Eduardo,Porto Alegre
331,2025-10-17,Cadeira Ergonômica,Móveis,1,1200.0,1200.0,Bruno,Rio de Janeiro
332,2025-07-08,Notebook Gamer,Eletrônicos,1,4500.0,4500.0,Bruno,São Paulo
333,2025-03-26,Monitor 24pol,Eletrônicos,3,890.0,2670.0,Bruno,São Paulo
334,2026-01-20,Webcam HD,Eletrônicos,1,180.0,180.0,Bruno,Rio de Janeiro
335,2025-03-24,Notebook Gamer,Eletrônicos,2,4500.0,9000.0,Ana,Belo Horizonte
336,2025-02-20,Mouse Sem Fio,Eletrônicos,2,120.0,240.0,Bruno,Rio de Janeiro
337,2025-12-30,Teclado Mecânico,Eletrônicos,2,350.0,700.0,Eduardo,Curitiba
338,2026-01-20,Mouse Sem Fio,Eletrônicos,1,120.0,120.0,Diana,Curitiba
339,2025-10-04,Mouse Sem Fio,Eletrônicos,3,120.0,360.0,Diana,Belo Horizonte
340,2026-01-30,Headset RGB,Eletrônicos,1,250.0,250.0,Bruno,Belo Horizonte
341,2025-09-19,Cadeira Ergonômica,Móveis,3,1200.0,3600.0,Ana,São Paulo
342,2025-10-26,Webcam HD,Eletrônicos,1,180.0,180.0,Diana,Curitiba
343,2025-03-18,Notebook Gamer,Eletrônicos,3,4500.0,13500.0,Eduardo,Porto Alegre
344,2025-06-29,Headset RGB,Eletrônicos,2,250.0,500.0,Ana,São Paulo
345,2025-08-17,Notebook Gamer,Eletrônicos,1,4500.0,4500.0,Bruno,Belo Horizonte
346,2025-09-29,Mouse Sem Fio,Eletrônicos,3,120.0,360.0,Eduardo,Belo Horizonte
347,2025-06-30,Notebook Gamer,Eletrônicos,3,4500.0,13500.0,Ana,São Paulo
348,2026-01-22,Mouse Sem Fio,Eletrônicos,1,120.0,120.0,Bruno,Belo Horizonte
349,2025-06-28,Teclado Mecânico,Eletrônicos,1,350.0,350.0,Carlos,Belo Horizonte
350,2025-07-05,Cadeira Ergonômica,Móveis,3,1200.0,3600.0,Eduardo,Belo Horizonte
351,2025-07-17,Webcam HD,Eletrônicos,3,180.0,540.0,Bruno,Porto Alegre
352,2025-11-25,Teclado Mecânico,Eletrônicos,2,350.0,700.0,Carlos,Rio de Janeiro
353,2025-05-31,Notebook Gamer,Eletrônicos,2,4500.0,9000.0,Eduardo,Curitiba
354,2025-08-30,Teclado Mecânico,Eletrônicos,3,350.0,1050.0,Diana,Rio de Janeiro
355,2025-04-02,Webcam HD,Eletrônicos,2,180.0,360.0,Eduardo,São Paulo
356,2025-07-17,Webcam HD,Eletrônicos,1,180.0,180.0,Carlos,Belo Horizonte
357,2025-11-26,Notebook Gamer,Eletrônicos,3,4500.0,13500.0,Carlos,Belo Horizonte
358,2025-02-21,Mouse Sem Fio,Eletrônicos,3,120.0,360.0,Carlos,Porto Alegre
359,2025-04-10,Headset RGB,Eletrônicos,2,250.0,500.0,Eduardo,São Paulo
360,2025-11-27,Mouse Sem Fio,Eletrônicos,2,120.0,240.0,Carlos,Curitiba
361,2025-02-28,Teclado Mecânico,Eletrônicos,3,350.0,1050.0,Bruno,Curitiba
362,2025-06-26,Monitor 24pol,Eletrônicos,2,890.0,1780.0,Ana,Rio de Janeiro
363,2025-06-04,Webcam HD,Eletrônicos,3,180.0,540.0,Diana,Belo Horizonte
364,2025-08-19,Notebook Gamer,Eletrônicos,1,4500.0,4500.0,Bruno,Porto Alegre
365,2025-10-29,Cadeira Ergonômica,Móveis,3,1200.0,3600.0,Eduardo,Belo Horizonte
366,2025-10-19,Mouse Sem Fio,Eletrônicos,3,120.0,360.0,Carlos,São Paulo
367,2026-01-25,Teclado Mecânico,Eletrônicos,1,350.0,350.0,Bruno,Porto Alegre
368,2026-01-25,Monitor 24pol,Eletrônicos,2,890.0,1780.0,Eduardo,São Paulo
369,2025-11-25,Webcam HD,Eletrônicos,1,180.0,180.0,Carlos,São Paulo
370,2025-05-10,Monitor 24pol,Eletrônicos,3,890.0,2670.0,Eduardo,São Paulo
371,2025-12-11,Teclado Mecânico,Eletrônicos,2,350.0,700.0,Bruno,Curitiba
372,2025-05-31,Teclado Mecânico,Eletrônicos,3,350.0,1050.0,Ana,Curitiba
373,2025-10-15,Headset RGB,Eletrônicos,1,250.0,250.0,Diana,Belo Horizonte
374,2025-12-05,Mouse Sem Fio,Eletrônicos,2,120.0,240.0,Ana,Porto Alegre
375,2025-08-24,Teclado Mecânico,Eletrônicos,1,350.0,350.0,Bruno,Curitiba
376,2025-03-06,Mouse Sem Fio,Eletrônicos,1,120.0,120.0,Bruno,Porto Alegre
377,2025-12-30,Notebook Gamer,Eletrônicos,1,4500.0,4500.0,Ana,Curitiba
378,2025-09-03,Mouse Sem Fio,Eletrônicos,2,120.0,240.0,Carlos,São Paulo
379,2025-11-11,Cadeira Ergonômica,Móveis,3,1200.0,3600.0,Ana,Curitiba
380,2026-01-24,Notebook Gamer,Eletrônicos,3,4500.0,13500.0,Ana,Belo Horizonte
381,2025-12-02,Teclado Mecânico,Eletrônicos,3,350.0,1050.0,Diana,Curitiba
382,2025-06-23,Headset RGB,Eletrônicos,1,250.0,250.0,Eduardo,Belo Horizonte
383,2025-04-17,Cadeira Ergonômica,Móveis,3,1200.0,3600.0,Eduardo,São Paulo
384,2025-03-11,Cadeira Ergonômica,Móveis,1,1200.0,1200.0,Diana,Belo Horizonte
385,2025-11-06,Headset RGB,Eletrônicos,2,250.0,500.0,Ana,São Paulo
386,2025-12-16,Monitor 24pol,Eletrônicos,3,890.0,2670.0,Diana,Belo Horizonte
387,2025-02-12,Cadeira Ergonômica,Móveis,3,1200.0,3600.0,Ana,Curitiba
388,2025-12-26,Webcam HD,Eletrônicos,1,180.0,180.0,Carlos,São Paulo
389,2025-08-08,Webcam HD,Eletrônicos,3,180.0,540.0,Diana,Porto Alegre
390,2025-11-29,Headset RGB,Eletrônicos,1,250.0,250.0,Eduardo,Belo Horizonte
391,2025-06-05,Notebook Gamer,Eletrônicos,1,4500.0,4500.0,Eduardo,Porto Alegre
392,2025-06-04,Webcam HD,Eletrônicos,2,180.0,360.0,Ana,São Paulo
393,2025-09-13,Notebook Gamer,Eletrônicos,1,4500.0,4500.0,Ana,Curitiba
394,2025-08-06,Monitor 24pol,Eletrônicos,1,890.0,890.0,Diana,Rio de Janeiro
395,2025-11-23,Cadeira Ergonômica,Móveis,3,1200.0,3600.0,Carlos,Belo Horizonte
396,2025-05-17,Teclado Mecânico,Eletrônicos,3,350.0,1050.0,Bruno,São Paulo
397,2025-12-03,Notebook Gamer,Eletrônicos,2,4500.0,9000.0,Carlos,São Paulo
398,2025-05-27,Monitor 24pol,Eletrônicos,3,890.0,2670.0,Diana,Belo Horizonte
399,2025-06-20,Mouse Sem Fio,Eletrônicos,2,120.0,240.0,Eduardo,Porto Alegre
400,2025-10-24,Teclado Mecânico,Eletrônicos,1,350.0,350.0,Carlos,Curitiba
401,2025-10-28,Webcam HD,Eletrônicos,3,180.0,540.0,Eduardo,Porto Alegre
402,2025-02-20,Teclado Mecânico,Eletrônicos,1,350.0,350.0,Eduardo,Belo Horizonte
403,2025-09-10,Notebook Gamer,Eletrônicos,1,4500.0,4500.0,Ana,Curitiba
404,2025-06-01,Monitor 24pol,Eletrônicos,2,890.0,1780.0,Diana,Belo Horizonte
405,2025-06-08,Cadeira Ergonômica,Móveis,2,1200.0,2400.0,Carlos,São Paulo
406,2025-09-06,Webcam HD,Eletrônicos,2,180.0,360.0,Diana,Curitiba
407,2025-06-23,Headset RGB,Eletrônicos,2,250.0,500.0,Bruno,São Paulo
408,2026-01-07,Webcam HD,Eletrônicos,3,180.0,540.0,Eduardo,Curitiba
409,2025-11-22,Teclado Mecânico,Eletrônicos,3,350.0,1050.0,Diana,Rio de Janeiro
410,2025-08-14,Mouse Sem Fio,Eletrônicos,3,120.0,360.0,Bruno,Belo Horizonte
411,2025-06-29,Cadeira Ergonômica,Móveis,1,1200.0,1200.0,Diana,Rio de Janeiro
412,2025-03-11,Webcam HD,Eletrônicos,3,180.0,540.0,Eduardo,Belo Horizonte
413,2025-09-13,Mouse Sem Fio,Eletrônicos,3,120.0,360.0,Carlos,Porto Alegre
414,2025-09-12,Monitor 24pol,Eletrônicos,2,890.0,1780.0,Eduardo,Curitiba
415,2025-02-15,Monitor 24pol,Eletrônicos,3,890.0,2670.0,Eduardo,Belo Horizonte
416,2025-05-19,Teclado Mecânico,Eletrônicos,2,350.0,700.0,Ana,Rio de Janeiro
417,2026-01-20,Webcam HD,Eletrônicos,3,180.0,540.0,Bruno,Rio de Janeiro
418,2025-03-11,Headset RGB,Eletrônicos,3,250.0,750.0,Diana,Belo Horizonte
419,2025-04-23,Cadeira Ergonômica,Móveis,3,1200.0,3600.0,Ana,Porto Alegre
420,2025-11-29,Webcam HD,Eletrônicos,1,180.0,180.0,Eduardo,Curitiba
421,2025-04-12,Cadeira Ergonômica,Móveis,2,1200.0,2400.0,Carlos,São Paulo
422,2025-12-06,Headset RGB,Eletrônicos,2,250.0,500.0,Ana,São Paulo
423,2026-01-17,Mouse Sem Fio,Eletrônicos,2,120.0,240.0,Bruno,Belo Horizonte
424,2025-11-24,Cadeira Ergonômica,Móveis,1,1200.0,1200.0,Carlos,Curitiba
425,2025-07-07,Monitor 24pol,Eletrônicos,1,890.0,890.0,Bruno,Belo Horizonte
426,2026-01-20,Headset RGB,Eletrônicos,3,250.0,750.0,Ana,São Paulo
427,2025-09-11,Notebook Gamer,Eletrônicos,2,4500.0,9000.0,Ana,Curitiba
428,2025-07-23,Teclado Mecânico,Eletrônicos,3,350.0,1050.0,Ana,Porto Alegre
429,2025-04-29,Monitor 24pol,Eletrônicos,1,890.0,890.0,Diana,São Paulo
430,2025-03-23,Mouse Sem Fio,Eletrônicos,1,120.0,120.0,Diana,Curitiba
431,2025-10-04,Notebook Gamer,Eletrônicos,2,4500.0,9000.0,Carlos,Porto Alegre
432,2025-08-17,Headset RGB,Eletrônicos,2,250.0,500.0,Diana,Curitiba
433,2026-01-26,Notebook Gamer,Eletrônicos,3,4500.0,13500.0,Carlos,São Paulo
434,2025-03-20,Monitor 24pol,Eletrônicos,1,890.0,890.0,Ana,São Paulo
435,2025-03-12,Cadeira Ergonômica,Móveis,2,1200.0,2400.0,Bruno,Belo Horizonte
436,2025-03-17,Monitor 24pol,Eletrônicos,3,890.0,2670.0,Carlos,Belo Horizonte
437,2025-09-13,Webcam HD,Eletrônicos,3,180.0,540.0,Eduardo,Rio de Janeiro
438,2026-01-26,Mouse Sem Fio,Eletrônicos,1,120.0,120.0,Diana,Porto Alegre
439,2025-02-15,Cadeira Ergonômica,Móveis,2,1200.0,2400.0,Diana,São Paulo
440,2025-12-27,Notebook Gamer,Eletrônicos,2,4500.0,9000.0,Bruno,Rio de Janeiro
441,2025-02-19,Mouse Sem Fio,Eletrônicos,3,120.0,360.0,Bruno,São Paulo
442,2025-07-04,Teclado Mecânico,Eletrônicos,2,350.0,700.0,Carlos,São Paulo
443,2025-08-04,Teclado Mecânico,Eletrônicos,2,350.0,700.0,Ana,Curitiba
444,2026-02-11,Cadeira Ergonômica,Móveis,1,1200.0,1200.0,Ana,Rio de Janeiro
445,2025-08-18,Webcam HD,Eletrônicos,3,180.0,540.0,Ana,Porto Alegre
446,2025-05-04,Teclado Mecânico,Eletrônicos,1,350.0,350.0,Ana,Rio de Janeiro
447,2026-01-01,Cadeira Ergonômica,Móveis,3,1200.0,3600.0,Ana,Belo Horizonte
448,2025-04-05,Headset RGB,Eletrônicos,2,250.0,500.0,Diana,São Paulo
449,2025-12-06,Headset RGB,Eletrônicos,2,250.0,500.0,Carlos,Porto Alegre
450,2025-09-14,Mouse Sem Fio,Eletrônicos,2,120.0,240.0,Eduardo,Rio de Janeiro
451,2025-08-07,Headset RGB,Eletrônicos,3,250.0,750.0,Ana,Rio de Janeiro
452,2025-02-28,Monitor 24pol,Eletrônicos,3,890.0,2670.0,Eduardo,Curitiba
453,2026-01-15,Monitor 24pol,Eletrônicos,3,890.0,2670.0,Ana,São Paulo
454,2025-04-27,Webcam HD,Eletrônicos,2,180.0,360.0,Bruno,São Paulo
455,2025-05-30,Headset RGB,Eletrônicos,1,250.0,250.0,Eduardo,Rio de Janeiro
456,2025-10-04,Headset RGB,Eletrônicos,3,250.0,750.0,Eduardo,Rio de Janeiro
457,2025-09-10,Webcam HD,Eletrônicos,3,180.0,540.0,Eduardo,Rio de Janeiro
458,2025-02-20,Notebook Gamer,Eletrônicos,1,4500.0,4500.0,Bruno,Curitiba
459,2025-04-15,Notebook Gamer,Eletrônicos,2,4500.0,9000.0,Eduardo,Curitiba
460,2025-11-09,Cadeira Ergonômica,Móveis,3,1200.0,3600.0,Diana,Porto Alegre
461,2025-06-24,Notebook Gamer,Eletrônicos,3,4500.0,13500.0,Bruno,Belo Horizonte
462,2025-09-13,Teclado Mecânico,Eletrônicos,1,350.0,350.0,Eduardo,Curitiba
463,2025-08-30,Teclado Mecânico,Eletrônicos,3,350.0,1050.0,Carlos,Rio de Janeiro
464,2025-04-24,Notebook Gamer,Eletrônicos,2,4500.0,9000.0,Eduardo,Rio de Janeiro
465,2025-08-09,Headset RGB,Eletrônicos,1,250.0,250.0,Carlos,Belo Horizonte
466,2025-03-23,Cadeira Ergonômica,Móveis,3,1200.0,3600.0,Ana,Belo Horizonte
467,2025-02-17,Monitor 24pol,Eletrônicos,2,890.0,1780.0,Carlos,Curitiba
468,2025-06-30,Notebook Gamer,Eletrônicos,1,4500.0,4500.0,Eduardo,Porto Alegre
469,2025-09-20,Notebook Gamer,Eletrônicos,1,4500.0,4500.0,Eduardo,Curitiba
470,2025-09-01,Mouse Sem Fio,Eletrônicos,2,120.0,240.0,Eduardo,São Paulo
471,2025-11-03,Cadeira Ergonômica,Móveis,3,1200.0,3600.0,Bruno,Rio de Janeiro
472,2025-05-14,Cadeira Ergonômica,Móveis,1,1200.0,1200.0,Diana,Curitiba
473,2025-02-15,Mouse Sem Fio,Eletrônicos,2,120.0,240.0,Carlos,São Paulo
474,2025-10-19,Cadeira Ergonômica,Móveis,3,1200.0,3600.0,Bruno,Belo Horizonte
475,2026-01-28,Notebook Gamer,Eletrônicos,3,4500.0,13500.0,Ana,Rio de Janeiro
476,2025-12-07,Webcam HD,Eletrônicos,1,180.0,180.0,Carlos,Porto Alegre
477,2025-11-16,Webcam HD,Eletrônicos,2,180.0,360.0,Diana,Belo Horizonte
478,2025-07-11,Webcam HD,Eletrônicos,2,180.0,360.0,Diana,São Paulo
479,2025-03-09,Monitor 24pol,Eletrônicos,1,890.0,890.0,Diana,São Paulo
480,2025-08-23,Notebook Gamer,Eletrônicos,1,4500.0,4500.0,Carlos,Belo Horizonte
481,2026-01-10,Monitor 24pol,Eletrônicos,2,890.0,1780.0,Diana,São Paulo
482,2025-12-11,Mouse Sem Fio,Eletrônicos,3,120.0,360.0,Eduardo,São Paulo
483,2026-01-27,Notebook Gamer,Eletrônicos,3,4500.0,13500.0,Eduardo,Porto Alegre
484,2025-02-15,Headset RGB,Eletrônicos,1,250.0,250.0,Eduardo,São Paulo
485,2025-08-23,Headset RGB,Eletrônicos,3,250.0,750.0,Carlos,Rio de Janeiro
486,2025-07-22,Webcam HD,Eletrônicos,3,180.0,540.0,Eduardo,Curitiba
487,2025-05-10,Monitor 24pol,Eletrônicos,1,890.0,890.0,Diana,São Paulo
488,2025-05-01,Teclado Mecânico,Eletrônicos,2,350.0,700.0,Bruno,Curitiba
489,2025-08-09,Teclado Mecânico,Eletrônicos,1,350.0,350.0,Bruno,Belo Horizonte
490,2026-01-03,Mouse Sem Fio,Eletrônicos,1,120.0,120.0,Eduardo,Porto Alegre
491,2025-09-10,Teclado Mecânico,Eletrônicos,3,350.0,1050.0,Ana,Curitiba
492,2025-11-19,Mouse Sem Fio,Eletrônicos,3,120.0,360.0,Bruno,Rio de Janeiro
493,2026-01-29,Teclado Mecânico,Eletrônicos,1,350.0,350.0,Diana,São Paulo
494,2025-06-01,Notebook Gamer,Eletrônicos,3,4500.0,13500.0,Diana,São Paulo
495,2025-02-28,Monitor 24pol,Eletrônicos,1,890.0,890.0,Carlos,Belo Horizonte
496,2025-11-30,Cadeira Ergonômica,Móveis,1,1200.0,1200.0,Eduardo,Curitiba
497,2025-12-07,Notebook Gamer,Eletrônicos,2,4500.0,9000.0,Ana,Porto Alegre
498,2026-01-06,Headset RGB,Eletrônicos,3,250.0,750.0,Ana,Porto Alegre
499,2026-01-06,Notebook Gamer,Eletrônicos,1,4500.0,4500.0,Diana,Belo Horizonte
500,2026-02-10,Headset RGB,Eletrônicos,3,250.0,750.0,Bruno,Rio de Janeiro
501,2025-12-15,Monitor 24pol,Eletrônicos,1,890.0,890.0,Eduardo,Rio de Janeiro
502,2025-06-15,Notebook Gamer,Eletrônicos,2,4500.0,9000.0,Ana,Rio de Janeiro
503,2025-07-17,Monitor 24pol,Eletrônicos,3,890.0,2670.0,Eduardo,São Paulo
504,2025-06-13,Webcam HD,Eletrônicos,1,180.0,180.0,Eduardo,Rio de Janeiro
505,2025-03-31,Webcam HD,Eletrônicos,1,180.0,180.0,Diana,Porto Alegre
506,2025-11-25,Mouse Sem Fio,Eletrônicos,2,120.0,240.0,Carlos,Rio de Janeiro
507,2025-08-07,Notebook Gamer,Eletrônicos,1,4500.0,4500.0,Carlos,Porto Alegre
508,2025-07-13,Cadeira Ergonômica,Móveis,3,1200.0,3600.0,Diana,Belo Horizonte
509,2025-10-22,Headset RGB,Eletrônicos,3,250.0,750.0,Eduardo,Porto Alegre
510,2025-07-29,Webcam HD,Eletrônicos,1,180.0,180.0,Bruno,Curitiba
511,2025-06-30,Cadeira Ergonômica,Móveis,2,1200.0,2400.0,Ana,Curitiba
512,2026-01-27,Mouse Sem Fio,Eletrônicos,2,120.0,240.0,Ana,Porto Alegre
513,2025-11-23,Notebook Gamer,Eletrônicos,3,4500.0,13500.0,Carlos,Porto Alegre
514,2025-08-15,Cadeira Ergonômica,Móveis,3,1200.0,3600.0,Eduardo,Belo Horizonte
515,2025-05-27,Webcam HD,Eletrônicos,2,180.0,360.0,Eduardo,Rio de Janeiro
516,2025-08-22,Mouse Sem Fio,Eletrônicos,1,120.0,120.0,Bruno,Belo Horizonte
517,2025-06-17,Monitor 24pol,Eletrônicos,3,890.0,2670.0,Carlos,São Paulo
518,2025-04-15,Headset RGB,Eletrônicos,2,250.0,500.0,Bruno,São Paulo
519,2025-04-11,Cadeira Ergonômica,Móveis,1,1200.0,1200.0,Ana,Rio de Janeiro
520,2025-07-05,Mouse Sem Fio,Eletrônicos,3,120.0,360.0,Bruno,Porto Alegre
521,2025-07-03,Headset RGB,Eletrônicos,3,250.0,750.0,Ana,Belo Horizonte
522,2025-11-19,Cadeira Ergonômica,Móveis,3,1200.0,3600.0,Eduardo,São Paulo
523,2025-08-29,Monitor 24pol,Eletrônicos,2,890.0,1780.0,Carlos,São Paulo
524,2025-05-16,Cadeira Ergonômica,Móveis,1,1200.0,1200.0,Ana,Curitiba
525,2025-08-28,Mouse Sem Fio,Eletrônicos,1,120.0,120.0,Bruno,Rio de Janeiro
526,2025-08-03,Headset RGB,Eletrônicos,2,250.0,500.0,Bruno,Rio de Janeiro
527,2025-05-17,Notebook Gamer,Eletrônicos,2,4500.0,9000.0,Diana,Porto Alegre
528,2025-11-07,Headset RGB,Eletrônicos,1,250.0,250.0,Carlos,Belo Horizonte
529,2026-01-25,Teclado Mecânico,Eletrônicos,1,350.0,350.0,Ana,Curitiba
530,2025-06-15,Cadeira Ergonômica,Móveis,2,1200.0,2400.0,Diana,São Paulo
531,2025-09-27,Notebook Gamer,Eletrônicos,2,4500.0,9000.0,Eduardo,São Paulo
532,2025-09-20,Monitor 24pol,Eletrônicos,1,890.0,890.0,Diana,Curitiba
533,2025-03-08,Monitor 24pol,Eletrônicos,3,890.0,2670.0,Bruno,Belo Horizonte
534,2025-07-09,Mouse Sem Fio,Eletrônicos,3,120.0,360.0,Eduardo,Porto Alegre
535,2025-08-28,Cadeira Ergonômica,Móveis,2,1200.0,2400.0,Carlos,Belo Horizonte
536,2025-07-03,Headset RGB,Eletrônicos,1,250.0,250.0,Diana,Porto Alegre
537,2025-10-23,Headset RGB,Eletrônicos,2,250.0,500.0,Bruno,Porto Alegre
538,2025-05-11,Teclado Mecânico,Eletrônicos,2,350.0,700.0,Diana,Curitiba
539,2025-09-16,Cadeira Ergonômica,Móveis,3,1200.0,3600.0,Ana,Belo Horizonte
540,2025-06-26,Cadeira Ergonômica,Móveis,3,1200.0,3600.0,Ana,Belo Horizonte
541,2025-07-08,Webcam HD,Eletrônicos,2,180.0,360.0,Bruno,Curitiba
542,2025-03-28,Teclado Mecânico,Eletrônicos,3,350.0,1050.0,Eduardo,Belo Horizonte
543,2025-06-10,Notebook Gamer,Eletrônicos,2,4500.0,9000.0,Diana,Rio de Janeiro
544,2025-11-25,Headset RGB,Eletrônicos,2,250.0,500.0,Ana,Porto Alegre
545,2025-05-08,Mouse Sem Fio,Eletrônicos,2,120.0,240.0,Bruno,Rio de Janeiro
546,2026-01-26,Cadeira Ergonômica,Móveis,1,1200.0,1200.0,Ana,Porto Alegre
547,2025-05-20,Cadeira Ergonômica,Móveis,2,1200.0,2400.0,Carlos,Curitiba
548,2025-04-24,Notebook Gamer,Eletrônicos,2,4500.0,9000.0,Carlos,Belo Horizonte
549,2025-03-28,Headset RGB,Eletrônicos,1,250.0,250.0,Ana,Curitiba
550,2025-02-26,Mouse Sem Fio,Eletrônicos,1,120.0,120.0,Carlos,Rio de Janeiro
551,2025-09-08,Notebook Gamer,Eletrônicos,2,4500.0,9000.0,Ana,Porto Alegre
552,2025-09-26,Monitor 24pol,Eletrônicos,1,890.0,890.0,Eduardo,Rio de Janeiro
553,2025-11-03,Cadeira Ergonômica,Móveis,3,1200.0,3600.0,Diana,Rio de Janeiro
554,2025-02-22,Notebook Gamer,Eletrônicos,1,4500.0,4500.0,Carlos,Curitiba
555,2025-08-18,Teclado Mecânico,Eletrônicos,3,350.0,1050.0,Diana,Porto Alegre
556,2025-08-22,Webcam HD,Eletrônicos,1,180.0,180.0,Bruno,Belo Horizonte
557,2025-09-17,Notebook Gamer,Eletrônicos,3,4500.0,13500.0,Bruno,Curitiba
558,2025-06-22,Teclado Mecânico,Eletrônicos,1,350.0,350.0,Carlos,São Paulo
559,2025-07-07,Teclado Mecânico,Eletrônicos,3,350.0,1050.0,Eduardo,Curitiba
560,2025-08-24,Notebook Gamer,Eletrônicos,2,4500.0,9000.0,Eduardo,Rio de Janeiro
561,2025-02-28,Mouse Sem Fio,Eletrônicos,2,120.0,240.0,Bruno,Porto Alegre
562,2026-01-29,Mouse Sem Fio,Eletrônicos,2,120.0,240.0,Eduardo,Porto Alegre
563,2025-10-08,Cadeira Ergonômica,Móveis,2,1200.0,2400.0,Ana,Curitiba
564,2025-04-16,Monitor 24pol,Eletrônicos,3,890.0,2670.0,Diana,Porto Alegre
